iter	Logloss
184	0.4180168758
185	0.4179647262
186	0.4178862774
187	0.4177887129
188	0.4176758592
189	0.41758428
190	0.4175060164
191	0.4174170565
192	0.4173426946
193	0.4172836063
194	0.4171914526
195	0.417094629
196	0.4170068424
197	0.4169225742
198	0.4168472609
199	0.4167740218
200	0.416679097
201	0.4166216803
202	0.4165458512
203	0.4164730086
204	0.4163965863
205	0.4163454726
206	0.4162526302
207	0.4161629611
208	0.4160716676
209	0.4159870884
210	0.4159315558
211	0.4158489839
212	0.4158044082
213	0.4157171374
214	0.4155958025
215	0.4155225916
216	0.4154535845
217	0.4153878222
218	0.4153005274
219	0.415225365
220	0.4151449946
221	0.4150708218
222	0.4149835745
223	0.4149178834
224	0.4148521933
225	0.4147774106
226	0.4147173528
227	0.4146232146
228	0.4145540779
229	0.414465476
230	0.4143811155
231	0.4142718751
232	0.4141919884
233	0.4141082625
234	0.4140536742
235	0.4139830763
236	0.4139210393
237	0.413855319
238	0.4137915668
239	0.4137104644
240	0.4136346825
241	0.4135398921
242	0.4134651135
243	0.4133888216
244	0.4133277768
245	0.4132254361
246	0.4131256597
247	0.4130665799
248	0.41300091
249	0.4129351966
250	0.4128577073
251	0.4127829537
252	0.4127268167
253	0.4126705124
254	0.4126081285
255	0.4125001557
256	0.4124131209
257	0.4123358789
258	0.4122594371
259	0.4121884305
260	0.4121098486
261	0.4120289651
262	0.4119519498
263	0.4118695413
264	0.4117962927
265	0.4117367656
266	0.4116722854
267	0.4115916135
268	0.4115340736
269	0.4114696095
270	0.4114001219
271	0.4113063575
272	0.41124435
273	0.4111466889
274	0.4111016828
275	0.4110437519
276	0.410950997
277	0.4108551753
278	0.4107767198
279	0.4106978968
280	0.4106083337
281	0.4105389443
282	0.4104632196
283	0.41041627
284	0.4103376729
285	0.4102850549
286	0.4102043103
287	0.4100993918
288	0.4100219688
289	0.4099550659
290	0.409882337
291	0.4098082374
292	0.4097189935
293	0.4096077428
294	0.4095472575
295	0.4094964306
296	0.4094301054
297	0.4093597846
298	0.4092913405
299	0.4092206846
300	0.4091703772
301	0.409082629
302	0.4090027323
303	0.4089427232
304	0.4088557441
305	0.4087807378
306	0.4087345602
307	0.4086775387
308	0.4086293495
309	0.4085268946
310	0.4084396159
311	0.4083545356
312	0.408289287
313	0.4082273082
314	0.4081562258
315	0.4080447294
316	0.4079689452
317	0.4078760298
318	0.4078326379
319	0.407757982
320	0.4077008239
321	0.407598789
322	0.4075140037
323	0.4074676382
324	0.4073956924
325	0.4073095324
326	0.4072698475
327	0.4072258928
328	0.4071199335
329	0.4070593436
330	0.4069804728
331	0.4069030419
332	0.4068361144
333	0.4067572291
334	0.4066895236
335	0.406640284
336	0.4065737284
337	0.4065145556
338	0.4064379723
339	0.4063932742
340	0.4063258888
341	0.4062789205
342	0.4061786809
343	0.4061367701
344	0.4060876672
345	0.4059819803
346	0.4058860551
347	0.4057963743
348	0.405728941
349	0.4056376368
350	0.4055789183
351	0.4055117532
352	0.4054383002
353	0.4053959701
354	0.4053134502
355	0.4052328868
356	0.4051416941
357	0.4050520925
358	0.4049714339
359	0.4048993109
360	0.4048172882
361	0.4047551608
362	0.4046807274
363	0.4046476208
364	0.4045880267
365	0.4045311107
366	0.4044535352
367	0.4043916566
368	0.4043246599
369	0.4042436027
370	0.4041856415
371	0.4041005526
372	0.4040545327
373	0.4039678027
374	0.4038924817
375	0.4038087579
376	0.4037373665
377	0.4036774604
378	0.403621725
379	0.4035671766
380	0.4034907367
381	0.4034046352
382	0.4033171075
383	0.4032320771
384	0.4031706524
385	0.403102709
386	0.4030415454
387	0.4029937534
388	0.4029349181
389	0.4028754197
390	0.4027946236
391	0.4027212582
392	0.4026383105
393	0.4025859965
394	0.4025140375
395	0.4024341028
396	0.402359281
397	0.4022932892
398	0.4022179994
399	0.4021732118
400	0.4021186133
401	0.4020826575
402	0.4020448641
403	0.4019715844
404	0.4018829804
405	0.4018104217
406	0.4017374116
407	0.4016753193
408	0.401605752
409	0.4015399949
410	0.4014897029
411	0.4014269873
412	0.4013246269
413	0.4012651713
414	0.4011890053
415	0.4011204066
416	0.4010553332
417	0.4009853738
418	0.4009147714
419	0.4008346369
420	0.4007427435
421	0.400693238
422	0.4006132939
423	0.4005379937
424	0.400477051
425	0.4004025668
426	0.4003229415
427	0.4002695491
428	0.4001706968
429	0.4000807267
430	0.3999899293
431	0.3999394184
432	0.3998561061
433	0.399786108
434	0.3997180051
435	0.3996492869
436	0.3995834329
437	0.3995282393
438	0.3994828814
439	0.3994167838
440	0.3993338398
441	0.3993134288
442	0.3992444791
443	0.3991857636
444	0.3991064353
445	0.3990536646
446	0.3989652381
447	0.3988853167
448	0.3987929148
449	0.3987083924
450	0.3986471216
451	0.3985782234
452	0.3985093011
453	0.3984292968
454	0.398350722
455	0.3982844277
456	0.3982105838
457	0.3981067752
458	0.3980359204
459	0.3979786902
460	0.3979241715
461	0.3978834461
462	0.3978319594
463	0.3977838324
464	0.3976907389
465	0.3976443436
466	0.3975641709
467	0.39748871
468	0.397423647
469	0.3973526577
470	0.3972677358
471	0.3972223701
472	0.3971565859
473	0.3970917815
474	0.397050329
475	0.3969695495
476	0.396882977
477	0.3967965682
478	0.3967300437
479	0.396649605
480	0.3965793768
481	0.396507545
482	0.3964357764
483	0.3963876598
484	0.396307464
485	0.3962264116
486	0.3961715906
487	0.3960939053
488	0.3960167477
489	0.3959562086
490	0.3959005628
491	0.3958468502
492	0.3957998973
493	0.395737563
494	0.3956947193
495	0.3955894405
496	0.3955006019
497	0.3954386296
498	0.3953883934
499	0.3953307271
500	0.3952717538
501	0.3952031085
502	0.3951145943
503	0.3950559102
504	0.3949663596
505	0.3948839993
506	0.3948333591
507	0.3947557104
508	0.3946821839
509	0.3946313519
510	0.3945815937
511	0.3945059212
512	0.3944293564
513	0.3943542092
514	0.394279532
515	0.3941885001
516	0.3941020803
517	0.3940584041
518	0.393981084
519	0.3939044498
520	0.3938424182
521	0.3938058025
522	0.3937436527
523	0.3936502528
524	0.3935955057
525	0.3935597
526	0.3934897838
527	0.3934273722
528	0.3933670315
529	0.3932931352
530	0.3932257311
531	0.3931802982
532	0.3931207989
533	0.3930648425
534	0.393012816
535	0.3929436335
536	0.3928970219
537	0.392825171
538	0.3927726882
539	0.3927027801
540	0.3926188038
541	0.3925537447
542	0.3924910959
543	0.3924118862
544	0.3923419225
545	0.3922645198
546	0.3921856897
547	0.3921136511
548	0.3920827774
549	0.392026509
550	0.3919805777
551	0.3919056253
552	0.3918374362
553	0.3917895628
554	0.3917349912
555	0.3916596473
556	0.3915749682
557	0.3915303545
558	0.3914800742
559	0.3914343582
560	0.3913969237
561	0.3913509247
562	0.3913233957
563	0.3912837725
564	0.3912185214
565	0.3911309374
566	0.3910768154
567	0.3910042692
568	0.3909334252
569	0.3908870845
570	0.3908179447
571	0.390741843
572	0.390699716
573	0.3906427149
574	0.3905600525
575	0.3905013128
576	0.3904439221
577	0.3903637478
578	0.3902912084
579	0.3902364278
580	0.3901319812
581	0.3900501602
582	0.3900019022
583	0.3899390616
584	0.3898962221
585	0.3898341963
586	0.3897613934
587	0.3897043578
588	0.3896401156
589	0.3895885202
590	0.3895173542
591	0.3894549183
592	0.3893829309
593	0.389339284
594	0.3892677984
595	0.3892189774
596	0.3891550628
597	0.3890918766
598	0.3890222235
599	0.3889596461
600	0.3888725256
601	0.3888291482
602	0.3887728876
603	0.3887310595
604	0.3886623282
605	0.3885829159
606	0.388499401
607	0.3884327631
608	0.3883485617
609	0.3883029661
610	0.3882346608
611	0.3881895307
612	0.3881133104
613	0.3880644374
614	0.3880162846
615	0.3879308619
616	0.3878621379
617	0.3878111001
618	0.3877624764
619	0.3876959459
620	0.3876102317
621	0.3875552479
622	0.3874929731
623	0.3874262719
624	0.3873674304
625	0.3872940103
626	0.3872119061
627	0.3871370616
628	0.387055133
629	0.3869721097
630	0.3869204996
631	0.3868427037
632	0.386784919
633	0.3867327786
634	0.3866659876
635	0.3866055626
636	0.3865588072
637	0.3865103511
638	0.3864594011
639	0.3863934862
640	0.3863424763
641	0.3862710167
642	0.3862065452
643	0.3861331328
644	0.3860708187
645	0.3860037675
646	0.3859668492
647	0.3858956214
648	0.385864118
649	0.3858230538
650	0.3857688606
651	0.3857258056
652	0.3856767641
653	0.3856078153
654	0.3855492644
655	0.3854791939
656	0.3854336208
657	0.3853926514
658	0.3853244804
659	0.3852878857
660	0.3852209543
661	0.3851408254
662	0.3850538815
663	0.3849735235
664	0.384930361
665	0.3848800283
666	0.384804956
667	0.3847274351
668	0.3846711782
669	0.3846072366
670	0.3845763704
671	0.3845413603
672	0.3845019131
673	0.3844311397
674	0.3843400299
675	0.3842820081
676	0.3842159301
677	0.3841386323
678	0.3840723373
679	0.3840215924
680	0.3839607781
681	0.3838763844
682	0.3838262146
683	0.3837682561
684	0.3836959183
685	0.3836410493
686	0.3835821876
687	0.3835223617
688	0.3834335961
689	0.3833525932
690	0.3832898779
691	0.3832410787
692	0.3831537945
693	0.3831065178
694	0.3830535867
695	0.3829818773
696	0.3829348369
697	0.3828769852
698	0.3828125307
699	0.3827447298
700	0.3826844034
701	0.3826107911
702	0.3825524508
703	0.3824822461
704	0.3824250748
705	0.3823680493
706	0.3823129211
707	0.3822477513
708	0.3821846182
709	0.38215062
710	0.3821080329
711	0.382050889
712	0.3819916869
713	0.3819443692
714	0.3818874121
715	0.3818378859
716	0.3818054141
717	0.3817536066
718	0.3816876659
719	0.3816300506
720	0.3815731984
721	0.3814990558
722	0.3814417984
723	0.3813988232
724	0.3813551189
725	0.3813130828
726	0.3812486029
727	0.3812050669
728	0.3811595861
729	0.381081507
730	0.3810443095
731	0.3809818827
732	0.3809393516
733	0.3808773054
734	0.3808174947
735	0.3807707858
736	0.3807270779
737	0.3806610021
738	0.3806006074
739	0.3805417514
740	0.3804481434
741	0.3803668183
742	0.3803317172
743	0.3802642734
744	0.3801803274
745	0.3801305278
746	0.3800451752
747	0.3799932118
748	0.3799139112
749	0.3798788396
750	0.379807782
751	0.3797470717
752	0.3797199586
753	0.3796346974
754	0.3795812497
755	0.3795141093
756	0.379464936
757	0.3794071707
758	0.3793263399
759	0.3792579734
760	0.3791976313
761	0.3791439991
762	0.3790965541
763	0.3790390146
764	0.3789617811
765	0.3788865617
766	0.3788241471
767	0.3787657874
768	0.3787090698
769	0.3786365901
770	0.3785624019
771	0.3785006791
772	0.3784534081
773	0.3783695784
774	0.3783144716
775	0.3782455818
776	0.3781896734
777	0.3781256569
778	0.378058823
779	0.3779848835
780	0.3779241998
781	0.3778679736
782	0.3778097774
783	0.3777394634
784	0.3776805937
785	0.377627585
786	0.3775669187
787	0.3775169807
788	0.3774491306
789	0.3773704152
790	0.3773093701
791	0.3772503961
792	0.3771873069
793	0.3771451082
794	0.37709043
795	0.3770067529
796	0.3769632784
797	0.3769048451
798	0.3768434988
799	0.3767997004
800	0.3767325259
801	0.3766882537
802	0.3766318352
803	0.3765696265
804	0.3765094743
805	0.3764492495
806	0.3763999204
807	0.3763406201
808	0.3762774459
809	0.3761918687
810	0.3761368614
811	0.3760921311
812	0.3760248538
813	0.3759973651
814	0.3759516903
815	0.3758783536
816	0.3758154982
817	0.3757069714
818	0.3756407443
819	0.3755831029
820	0.3755394925
821	0.3754800423
822	0.375425404
823	0.3753751766
824	0.375323734
825	0.3752831488
826	0.3752371698
827	0.3751675888
828	0.3751073535
829	0.3750484596
830	0.3749979202
831	0.3749430665
832	0.3748862358
833	0.3748274847
834	0.3747967271
835	0.3747520143
836	0.3747132295
837	0.3746638272
838	0.3746124939
839	0.3745678782
840	0.3744989475
841	0.3744296723
842	0.3743744696
843	0.3742943011
844	0.3742534756
845	0.3741931326
846	0.3741607414
847	0.3741133165
848	0.3740609635
849	0.3740009123
850	0.3739432425
851	0.3738722969
852	0.3738217341
853	0.3737746441
854	0.3737406198
855	0.3736812417
856	0.3736274495
857	0.373560598
858	0.3735006609
859	0.3734361945
860	0.3733974674
861	0.3733490272
862	0.3732940575
863	0.3732289521
864	0.3731670234
865	0.3731066593
866	0.3730479649
867	0.3730051603
868	0.3729492186
869	0.3729043538
870	0.3728593221
871	0.3727971679
872	0.3727554525
873	0.3726908763
874	0.372623918
875	0.3725568673
876	0.372500448
877	0.3724558875
878	0.3724139124
879	0.3723627205
880	0.3722918411
881	0.3722071644
882	0.3721385084
883	0.3720734538
884	0.3720367473
885	0.371970584
886	0.3719026864
887	0.3718531847
888	0.3718171748
889	0.3717643388
890	0.3716987861
891	0.3716503922
892	0.3715871603
893	0.3715256861
894	0.371441055
895	0.3714065308
896	0.37135267
897	0.3712717968
898	0.3712211618
899	0.3711711727
900	0.3711005731
901	0.3710617724
902	0.3710126208
903	0.3709589352
904	0.3708989051
905	0.3708275441
906	0.3707887258
907	0.3707396803
908	0.3706745544
909	0.3706389606
910	0.3705852992
911	0.3705313615
912	0.3704797767
913	0.3704015246
914	0.370351069
915	0.3703036409
916	0.3702708595
917	0.3702210225
918	0.3701793158
919	0.3700952464
920	0.3700307453
921	0.3699806725
922	0.3699259578
923	0.3698648491
924	0.369807824
925	0.369741767
926	0.3696764969
927	0.3696245097
928	0.3695549133
929	0.3695208464
930	0.3694578205
931	0.3693979615
932	0.3693443683
933	0.3692918039
934	0.3692361146
935	0.3691882238
936	0.3691390826
937	0.3690838889
938	0.3690182191
939	0.3689405502
940	0.3688864645
941	0.3688500579
942	0.3687920028
943	0.3687306685
944	0.3686767488
945	0.3686101271
946	0.3685575931
947	0.3685135011
948	0.3684648497
949	0.3684160176
950	0.3683781426
951	0.3683447915
952	0.3682765113
953	0.3682187185
954	0.3681567232
955	0.3681210808
956	0.3680734154
957	0.3680116047
958	0.3679630568
959	0.3679244701
960	0.3678600768
961	0.3678121285
962	0.3677617663
963	0.367716616
964	0.3676539944
965	0.3676039375
966	0.36754356
967	0.3674675229
968	0.3674391332
969	0.3673794665
970	0.3673076167
971	0.3672478114
972	0.3671753524
973	0.3671063783
974	0.3670586696
975	0.3669900185
976	0.3669252737
977	0.3668724919
978	0.3668205813
979	0.3667777627
980	0.3667263747
981	0.3666669461
982	0.3666073809
983	0.3665480687
984	0.366508563
985	0.3664570466
986	0.3664212388
987	0.3663476107
988	0.3663110302
989	0.3662601278
990	0.3662098715
991	0.3661514959
992	0.3660870284
993	0.3660120148
994	0.3659459322
995	0.3658836659
996	0.365819631
997	0.3657746666
998	0.3657055768
999	0.3656520103
